code,title,price,image_url,description,colour,material,category,style,room,Height,Depth,Width
MID-HEN-2C2,Sorrento Cinnamon Fabric Large Corner Sofa,1999,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mid-hen-2c2-_1__sorrento_henna_large_corner_sofa-lifestyle-web_pdp_1080x884px.jpg,"The Sorrento features a contemporary design made for comfort and flexibility. With deep feather-topped seats, soft bolsters and tactile cord scatters, this collection offers texture, warmth, and room to relax.",Brown,Fabric,Sofas,Transitional,Living Room,89cm,306cm,306cm
TENO001,Tenore 180cm Marble Dining Table,799,https://www.oakandmore.co.uk/static/media/catalog/product/p/t/pt30914.jpg,"The Tenore collection features luxurious marble tables in stunning colours. Ideal for modern dining spaces, these tables are stylish and durable.",Brown,Marble,Dining Tables,Art Deco,Dining Room,76cm,180cm,100cm
TENO002,Tenore 220cm Extra Large Marble Dining Table,999,https://www.oakandmore.co.uk/static/media/catalog/product/p/t/pt30919.jpg,"The Tenore collection features luxurious marble tables in stunning colours. Ideal for modern dining spaces, these tables are stylish and durable.",Brown,Marble,Dining Tables,Art Deco,Dining Room,76cm,220cm,100cm
THET001,Thetford 120cm Oak Dining Table,399,https://www.oakandmore.co.uk/static/media/catalog/product/t/h/thetford_120_natural_left_side_5_1.jpg,"The Thetford collection features stunning dining tables expertly crafted from 100% solid oak, in minimalist designs to complement any space.",Oak,Oak,Dining Tables,Mid Century Modern,Dining Room,76cm,120cm,80cm
THET012,Thetford 150cm Oak Dining Table,499,https://www.oakandmore.co.uk/static/media/catalog/product/t/h/thetford_150_natural_left_side_1.jpg,"The Thetford collection features stunning dining tables expertly crafted from 100% solid oak, in minimalist designs to complement any space.",Oak,Oak,Dining Tables,Mid Century Modern,Dining Room,76cm,150cm,90cm
THET013,Thetford 180cm Oak Dining Table,599,https://www.oakandmore.co.uk/static/media/catalog/product/t/h/thetford_180_natural_left_side_1.jpg,"The Thetford collection features stunning dining tables expertly crafted from 100% solid oak, in minimalist designs to complement any space.",Oak,Oak,Dining Tables,Mid Century Modern,Dining Room,76cm,180cm,90cm
THET-EXT2,Thetford 45cm Oak Extensions,200,https://www.oakandmore.co.uk/static/media/catalog/product/9/_/9_3_1_.jpg,"The Thetford collection features stunning dining tables expertly crafted from 100% solid oak, in minimalist designs to complement any space.",Oak,Oak,Extensions,Mid Century Modern,Dining Room,2.5cm,45cm,90cm
VEL001OAK,Tilt Solid Oak 1 Drawer Bedside Table,149,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_bedside_table_solid_stamp_1.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Bedside Tables,Mid Century Modern,Bedroom,62cm,40cm,50cm
VEL004OAK,Tilt Solid Oak 2 Drawer Bedside Chest,159,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_2_drawer_bedside_table_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Bedside Tables,Mid Century Modern,Bedroom,62cm,40cm,50cm
VEL006OAK,Tilt Solid Oak 2 Over 3 Chest of Drawers,399,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_2_over_3_chest_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Chest of Drawers,Mid Century Modern,Bedroom,94cm,45cm,90cm
VEL022OAK,Tilt Solid Oak 5 Drawer Tallboy,449,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_tallboy_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Chest of Drawers,Mid Century Modern,Bedroom,120cm,42cm,52cm
VEL011OAK,Tilt Solid Oak Coffee Table,369,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_coffee_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Coffee Tables,Mid Century Modern,Living Room,41cm,70cm,130cm
VEL017OAK,Tilt Solid Oak Computer Desk,479,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_small_desk_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Desks,Mid Century Modern,Office,82cm,50cm,120cm
VEL012OAK,Tilt Solid Oak Corner TV Cabinet,349,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_downstairsrange_10a_knob_01_ss.jpg,"The 100% solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,TV Units,Mid Century Modern,Living Room,64cm,55cm,93cm
VEL040OAK,Tilt Solid Oak Double Bed,449,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_s_feed.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Beds,Mid Century Modern,Bedroom,110cm,203cm,150cm
VEL026OAK,Tilt Solid Oak Double Wardrobe,779,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_double_wardrobe_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Wardrobes,Mid Century Modern,Bedroom,185cm,60cm,100cm
VEL021OAK,Tilt Solid Oak Dressing Table,479,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_dressing_table_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Dressing Tables,Mid Century Modern,Bedroom,82cm,50cm,120cm
VEL021OAK/VEL023OAK/YDMIR530-OAK,Tilt Solid Oak Dressing Table Set,649,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_dressing_table_set_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Dressing Table Sets,Mid Century Modern,Bedroom,82cm/56cm/44cm,50cm/10cm/35cm,120cm/40cm/45cm
VEL023OAK,Tilt Solid Oak Dressing Table Stool,119,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_dressing_table_stool_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Stools,Mid Century Modern,Bedroom,44cm,,45cm
VEL003OAK,Tilt Solid Oak Glazed Display Cabinet,579,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_display_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Display Cabinets,Mid Century Modern,Living Room,184cm,36cm,78.5cm
VEL048OAK,Tilt Solid Oak Kingsize Bed,499,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_l_feed.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Beds,Mid Century Modern,Bedroom,110cm,213cm,165cm
VEL010OAK,Tilt Solid Oak Lamp Table,169,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_lamp_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Side Tables,Mid Century Modern,Living Room,54cm,50cm,50cm
VEL027OAK,Tilt Solid Oak Large Computer Desk,549,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_desk_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Desks,Mid Century Modern,Office,80cm,60cm,140cm
VEL009OAK/VEL019OAK,Tilt Solid Oak Large Dresser,829,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_large_dresser_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Dressers,Mid Century Modern,Living Room,91cm/105cm,50cm/38cm,131cm
VEL009OAK,Tilt Solid Oak Large Sideboard,479,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_large_sideboard_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Sideboards,Mid Century Modern,Living Room,91cm,50cm,131cm
VEL016OAK,Tilt Solid Oak Small Bookcase,369,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_small_bookcase_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Bookcases,Mid Century Modern,Living Room,86cm,38cm,115cm
VEL002OAK/VEL018OAK,Tilt Solid Oak Small Dresser,629,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_small_dresser_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Dressers,Mid Century Modern,Living Room,88cm/105cm,40cm/32cm,90cm
VEL002OAK,Tilt Solid Oak Small Sideboard,379,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_small_sideboard_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Sideboards,Mid Century Modern,Living Room,88cm,40cm,90cm
VEL005OAK,Tilt Solid Oak Super Wide TV Cabinet,379,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_wide_tv_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,TV Units,Mid Century Modern,Living Room,48cm,45cm,124cm
VEL013OAK,Tilt Solid Oak Tall Bookcase,579,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_tall_bookcase_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Bookcases,Mid Century Modern,Living Room,184cm,38cm,90cm
VEL038OAK,Tilt Solid Oak Triple Wardrobe,1099,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_tripple_wardrobe_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Wardrobes,Mid Century Modern,Bedroom,185cm,60cm,145cm
VEL015OAK,Tilt Solid Oak Wide Chest Of Drawers,579,https://www.oakandmore.co.uk/static/media/catalog/product/m/i/mitre_solid_oak_wide_chest_solid_stamp.jpg,"The solid oak Tilt Collection is impressively robust and effortlessly stylish. With each piece crafted from 100% solid oak, with no veneer, MDF or chipboard used, this timeless and sturdy range is designed to suit any space.",Oak,Oak,Chest of Drawers,Mid Century Modern,Bedroom,82cm,50cm,120cm
MW-MAT-ULT3000-135,Ultra Luxe 3000 Series Double Mattress,1299,https://www.oakandmore.co.uk/static/media/catalog/product/m/w/mw-mat-ult3000-_1_-ultra_luxe_3000-5x4-pdp-web_1.jpg,"The Ultra Luxe 3000 Series Double Mattress combines 3,000 dual-layer pocket springs with firm high-density foam, offering orthopaedic-style support, full edge-to-edge comfort, and a hypoallergenic soft-knit cover for lasting durability.",White,Fabric,Mattresses,Coastal,Bedroom,28cm,190cm,135cm
MW-MAT-ULT3000-150,Ultra Luxe 3000 Series King Mattress,1399,https://www.oakandmore.co.uk/static/media/catalog/product/m/w/mw-mat-ult3000-_1_-ultra_luxe_3000-5x4-pdp-web.jpg,"The Ultra Luxe 3000 Series King Mattress combines 3,000 dual-layer pocket springs with firm high-density foam, offering orthopaedic-style support, full edge-to-edge comfort, and a hypoallergenic soft-knit cover for lasting durability.",White,Fabric,Mattresses,Coastal,Bedroom,28cm,198cm,150cm
MW-MAT-ULT3000-180,Ultra Luxe 3000 Series Super King Mattress,1799,https://www.oakandmore.co.uk/static/media/catalog/product/m/w/mw-mat-ult3000-_1_-ultra_luxe_3000-5x4-pdp-web_2.jpg,"The Ultra Luxe 3000 Series Super King Mattress combines 3,000 dual-layer pocket springs with firm high-density foam, offering orthopaedic-style support, full edge-to-edge comfort, and a hypoallergenic soft-knit cover for lasting durability.",White,Fabric,Mattresses,Coastal,Bedroom,28cm,198cm,180cm
MW-MAT-ULT4000-135,Ultra Luxe 4000 Series Double Mattress,1399,https://www.oakandmore.co.uk/static/media/catalog/product/m/w/mw-mat-ult4000-_1_-ultra_luxe_4000-5x4-pdp-web.jpg,"The Ultra Luxe 4000 Series Double Mattress features 4,000 dual-layer pocket springs and a plush memory foam comfort layer, delivering medium-firm adaptive support, motion isolation, and breathable hypoallergenic fabrics for versatile luxury.",White,Fabric,Mattresses,Coastal,Bedroom,28cm,190cm,135cm
MW-MAT-ULT4000-150,Ultra Luxe 4000 Series King Mattress,1499,https://www.oakandmore.co.uk/static/media/catalog/product/m/w/mw-mat-ult4000-_1_-ultra_luxe_4000-5x4-pdp-web_1.jpg,"The Ultra Luxe 4000 Series King Mattress features 4,000 dual-layer pocket springs and a plush memory foam comfort layer, delivering medium-firm adaptive support, motion isolation, and breathable hypoallergenic fabrics for versatile luxury.",White,Fabric,Mattresses,Coastal,Bedroom,28cm,198cm,150cm
MW-MAT-ULT4000-180,Ultra Luxe 4000 Series Super King Mattress,1899,https://www.oakandmore.co.uk/static/media/catalog/product/m/w/mw-mat-ult4000-_1_-ultra_luxe_4000-5x4-pdp-web_2.jpg,"The Ultra Luxe 4000 Series Super King Mattress features 4,000 dual-layer pocket springs and a plush memory foam comfort layer, delivering medium-firm adaptive support, motion isolation, and breathable hypoallergenic fabrics for versatile luxury.",White,Fabric,Mattresses,Coastal,Bedroom,28cm,198cm,180cm
